well,depth,zone,sub_zone
1,2015.200000,B,1
1,2015.400000,B,1
1,2015.600000,B,1
1,2015.800000,B,1
1,2016.000000,B,1
1,2016.200000,B,1
1,2016.400000,B,1
1,2016.600000,B,1
1,2016.800000,B,1
1,2017.000000,B,1
1,2017.200000,B,1
1,2017.400000,B,1
1,2017.600000,B,2
1,2017.800000,B,2
1,2018.000000,B,2
1,2018.200000,B,2
1,2018.400000,B,2
1,2018.600000,B,2
1,2018.800000,B,2
1,2019.000000,B,2
1,2019.200000,B,2
1,2019.400000,B,1
1,2019.600000,B,1
1,2019.800000,B,1
1,2020.000000,B,1
1,2020.200000,B,1
1,2020.400000,B,1
1,2020.600000,B,1
1,2020.800000,B,1
1,2021.000000,B,1
1,2021.200000,B,1
1,2021.400000,B,2
1,2021.600000,B,2
1,2021.800000,B,2
1,2022.000000,B,2
1,2022.200000,B,2
1,2022.400000,B,2
1,2022.600000,B,2
1,2022.800000,B,1
1,2023.000000,B,1
1,2023.200000,B,1
1,2023.400000,B,1
1,2023.600000,B,1
1,2023.800000,B,1
1,2024.000000,B,1
1,2024.200000,B,1
1,2024.400000,B,1
1,2024.600000,B,1
1,2024.800000,B,1
1,2025.000000,B,1
1,2025.200000,B,1
1,2025.400000,B,1
1,2025.600000,B,1
1,2025.800000,B,1
1,2026.000000,B,1
1,2026.200000,B,1
1,2026.400000,B,1
1,2026.600000,B,1
1,2026.800000,B,1
1,2027.000000,B,1
1,2027.200000,B,2
1,2027.400000,B,2
1,2027.600000,B,2
1,2027.800000,B,2
1,2028.000000,B,2
1,2028.200000,B,2
1,2028.400000,B,2
1,2028.600000,B,2
1,2028.800000,B,2
1,2029.000000,B,2
1,2029.200000,B,2
1,2029.400000,B,2
1,2029.600000,B,2
1,2029.800000,B,2
1,2030.000000,B,2
1,2030.200000,B,2
1,2030.400000,B,2
1,2030.600000,B,2
1,2030.800000,B,2
1,2031.000000,B,2
1,2031.200000,B,2
1,2031.400000,B,2
1,2031.600000,B,1
1,2031.800000,B,1
1,2032.000000,B,1
1,2032.200000,B,1
1,2032.400000,B,1
1,2032.600000,B,1
1,2032.800000,B,1
1,2033.000000,B,1
1,2033.200000,B,1
1,2033.400000,B,1
1,2033.600000,B,1
1,2033.800000,B,1
1,2034.000000,B,1
1,2034.200000,B,1
1,2034.400000,B,1
1,2034.600000,B,1
1,2034.800000,B,1
1,2035.000000,B,1
1,2035.200000,B,1
1,2035.400000,B,1
1,2035.600000,B,1
1,2035.800000,B,1
1,2036.000000,B,1
1,2036.200000,B,1
1,2036.400000,B,1
1,2036.600000,B,1
1,2036.800000,B,1
1,2037.000000,B,1
1,2037.200000,B,1
1,2037.400000,B,1
1,2037.600000,B,1
1,2037.800000,B,1
1,2038.000000,B,1
1,2038.200000,B,1
1,2038.400000,B,1
1,2038.600000,B,1
1,2038.800000,B,1
1,2039.000000,B,1
1,2039.200000,B,1
1,2039.400000,B,1
1,2039.600000,B,1
1,2039.800000,B,1
1,2040.000000,B,1
1,2040.200000,B,1
1,2040.400000,B,1
1,2040.600000,B,1
1,2040.800000,B,1
1,2041.000000,B,1
1,2041.200000,B,1
1,2041.400000,B,1
1,2041.600000,B,1
1,2041.800000,B,1
1,2042.000000,B,1
1,2042.200000,B,1
1,2042.400000,B,1
1,2042.600000,B,1
1,2042.800000,B,1
1,2043.000000,B,1
1,2043.200000,B,1
1,2043.400000,B,1
1,2043.600000,B,1
1,2043.800000,B,1
1,2044.000000,B,1
1,2044.200000,B,1
1,2044.400000,B,1
1,2044.600000,B,1
1,2044.800000,B,1
1,2045.000000,B,2
1,2045.200000,B,2
1,2045.400000,B,2
1,2045.600000,B,2
1,2045.800000,B,2
1,2046.000000,B,2
1,2046.200000,B,2
1,2046.400000,B,2
1,2046.600000,B,2
1,2046.800000,B,2
1,2047.000000,B,2
1,2047.200000,B,2
1,2047.400000,B,2
1,2047.600000,B,2
1,2047.800000,B,2
1,2048.000000,B,2
1,2048.200000,B,2
1,2048.400000,B,2
1,2048.600000,B,1
1,2048.800000,B,1
1,2049.000000,B,1
1,2049.200000,B,1
1,2049.400000,B,1
1,2049.600000,B,1
1,2049.800000,B,1
1,2050.000000,B,1
1,2050.200000,B,1
1,2050.400000,B,1
1,2050.600000,B,1
1,2050.800000,B,1
1,2051.000000,B,1
1,2051.200000,B,1
1,2051.400000,B,1
1,2051.600000,B,1
1,2051.800000,B,1
1,2052.000000,B,1
1,2052.200000,B,1
1,2052.400000,B,1
1,2052.600000,B,1
1,2052.800000,B,2
1,2053.000000,B,2
1,2053.200000,B,2
1,2053.400000,B,2
1,2053.600000,B,2
1,2053.800000,B,2
1,2054.000000,B,2
1,2054.200000,B,2
1,2054.400000,B,2
1,2054.600000,B,2
1,2054.800000,B,2
1,2055.000000,B,2
1,2055.200000,B,2
1,2055.400000,B,2
1,2055.600000,B,2
1,2055.800000,B,2
1,2056.000000,B,2
1,2056.200000,B,2
1,2056.400000,B,1
1,2056.600000,B,1
1,2056.800000,B,1
1,2057.000000,B,1
1,2057.200000,B,1
1,2057.400000,B,1
1,2057.600000,B,1
1,2057.800000,B,1
1,2058.000000,B,1
1,2058.200000,B,1
1,2058.400000,B,2
1,2058.600000,B,2
1,2058.800000,B,2
1,2059.000000,B,2
1,2059.200000,B,2
1,2059.400000,B,2
1,2059.600000,B,2
