well,depth,zone,sub_zone
1,2096.000000,C,2
1,2096.200000,C,2
1,2096.400000,C,2
1,2096.600000,C,2
1,2096.800000,C,2
1,2097.000000,C,2
1,2097.200000,C,2
1,2097.400000,C,2
1,2097.600000,C,2
1,2097.800000,C,2
1,2098.000000,C,2
1,2098.200000,C,1
1,2098.400000,C,1
1,2098.600000,C,1
1,2098.800000,C,1
1,2099.000000,C,1
1,2099.200000,C,1
1,2099.400000,C,1
1,2099.600000,C,1
1,2099.800000,C,1
1,2100.000000,C,1
1,2100.200000,C,1
1,2100.400000,C,2
1,2100.600000,C,2
1,2100.800000,C,2
1,2101.000000,C,2
1,2101.200000,C,2
1,2101.400000,C,2
1,2101.600000,C,2
1,2101.800000,C,2
1,2102.000000,C,2
1,2102.200000,C,2
1,2102.400000,C,2
1,2102.600000,C,2
1,2102.800000,C,2
1,2103.000000,C,2
1,2103.200000,C,2
1,2103.400000,C,2
1,2103.600000,C,2
1,2103.800000,C,2
1,2104.000000,C,2
1,2104.200000,C,2
1,2104.400000,C,2
1,2104.600000,C,2
1,2104.800000,C,2
1,2105.000000,C,2
1,2105.200000,C,2
1,2105.400000,C,2
1,2105.600000,C,2
1,2105.800000,C,2
1,2106.000000,C,2
1,2106.200000,C,2
1,2106.400000,C,2
1,2106.600000,C,2
1,2106.800000,C,2
1,2107.000000,C,2
1,2107.200000,C,2
1,2107.400000,C,2
1,2107.600000,C,2
1,2107.800000,C,2
1,2108.000000,C,2
1,2108.200000,C,2
1,2108.400000,C,2
1,2108.600000,C,1
1,2108.800000,C,1
1,2109.000000,C,1
1,2109.200000,C,1
1,2109.400000,C,1
1,2109.600000,C,1
1,2109.800000,C,1
1,2110.000000,C,1
1,2110.200000,C,1
1,2110.400000,C,2
1,2110.600000,C,2
1,2110.800000,C,2
1,2111.000000,C,2
1,2111.200000,C,2
1,2111.400000,C,2
1,2111.600000,C,2
1,2111.800000,C,2
1,2112.000000,C,2
1,2112.200000,C,2
1,2112.400000,C,2
1,2112.600000,C,2
1,2112.800000,C,2
1,2113.000000,C,2
1,2113.200000,C,1
1,2113.400000,C,1
1,2113.600000,C,1
1,2113.800000,C,1
1,2114.000000,C,1
1,2114.200000,C,1
1,2114.400000,C,1
1,2114.600000,C,0
1,2114.800000,C,0
1,2115.000000,C,0
1,2115.200000,C,0
1,2115.400000,C,0
1,2115.600000,C,0
1,2115.800000,C,0
1,2116.000000,C,0
1,2116.200000,C,0
1,2116.400000,C,0
1,2116.600000,C,0
1,2116.800000,C,0
1,2117.000000,C,0
1,2117.200000,C,0
1,2117.400000,C,0
1,2117.600000,C,0
1,2117.800000,C,0
1,2118.000000,C,0
1,2118.200000,C,0
1,2118.400000,C,0
1,2118.600000,C,0
1,2118.800000,C,0
1,2119.000000,C,0
1,2119.200000,C,0
1,2119.400000,C,0
1,2119.600000,C,0
1,2119.800000,C,0
1,2120.000000,C,0
1,2120.200000,C,0
1,2120.400000,C,0
1,2120.600000,C,0
1,2120.800000,C,0
1,2121.000000,C,0
1,2121.200000,C,0
1,2121.400000,C,0
1,2121.600000,C,0
1,2121.800000,C,0
1,2122.000000,C,0
1,2122.200000,C,0
1,2122.400000,C,0
1,2122.600000,C,0
1,2122.800000,C,0
1,2123.000000,C,0
1,2123.200000,C,0
1,2123.400000,C,0
1,2123.600000,C,0
1,2123.800000,C,0
1,2124.000000,C,0
1,2124.200000,C,0
1,2124.400000,C,0
1,2124.600000,C,0
1,2124.800000,C,0
1,2125.000000,C,0
1,2125.200000,C,0
1,2125.400000,C,0
1,2125.600000,C,0
1,2125.800000,C,0
1,2126.000000,C,0
1,2126.200000,C,0
